ROW_ID,ESTABLISHMENT_ID,INSPECTION_ID,ESTABLISHMENT_NAME,REVIEW,VALUE,CUISINE_TYPE,ESTABLISHMENT_TYPE,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_STATUS,MINIMUM_INSPECTIONS_PERYEAR,INFRACTION_DETAILS,INSPECTION_DATE,SEVERITY,ACTION,COURT_OUTCOME,AMOUNT_FINED
20055,9414370,103670260,SUBWAY,4,1,Deli,Restaurant,656 SPADINA AVE,Pass,2,Operator fail to properly wash surfaces in rooms,10-02-2016,M - Minor,Notice to Comply,NULL,NULL
20056,9414370,103808885,SUBWAY,4,1,Deli,Restaurant,656 SPADINA AVE,Pass,2,Operator fail to properly maintain rooms,08-09-2016,M - Minor,Notice to Comply,NULL,NULL
20060,9414589,103481100,STARBUCKS COFFEE,3.7,2,Cafe,Restaurant,2300 YONGE ST,Pass,1,NULL,05-05-2015,NULL,NULL,NULL,NULL
20061,9414589,103627867,STARBUCKS COFFEE,3.7,2,Cafe,Restaurant,2300 YONGE ST,Pass,1,NULL,12-12-2015,NULL,NULL,NULL,NULL
20062,9414589,103742810,STARBUCKS COFFEE,3.7,2,Cafe,Restaurant,2300 YONGE ST,Pass,1,Operator fail to properly maintain rooms,03-06-2016,M - Minor,Notice to Comply,NULL,NULL
20063,9414589,103742810,STARBUCKS COFFEE,3.7,2,Cafe,Restaurant,2300 YONGE ST,Pass,1,Operator fail to properly wash surfaces in rooms,03-06-2016,M - Minor,Notice to Comply,NULL,NULL
20082,9415256,103411255,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,Fail to hold a valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(b),19-01-2015,NA - Not Applicable,Ticket,Conviction - Fined,180
20083,9415256,103411255,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,Operator fail to properly maintain equipment(NON-FOOD),19-01-2015,M - Minor,Notice to Comply,NULL,NULL
20084,9415256,103411255,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,Operator fail to properly maintain rooms,19-01-2015,M - Minor,Notice to Comply,NULL,NULL
20085,9415256,103411255,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,Operator fail to properly wash equipment,19-01-2015,M - Minor,Notice to Comply,NULL,NULL
20086,9415256,103411255,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,Operator must ensure that the eating or drinking establishment license is continually posted adjacent to the food safety inspection notice. Muncipal Code Chapter 545 Sec. 5G(4),19-01-2015,NA - Not Applicable,Ticket,Conviction - Fined,305
20087,9415256,103411255,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,PROVIDE THERMOMETER NOT EASILY READABLE IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,19-01-2015,S - Significant,Corrected During Inspection,NULL,NULL
20088,9415256,103551986,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,Fail to hold a valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(b),17-08-2015,NA - Not Applicable,Ticket,Conviction - Fined,310
20089,9415256,103770950,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,Operator fail to properly wash equipment,04-07-2016,M - Minor,Notice to Comply,NULL,NULL
20090,9415256,103770950,MR. SUB,3,1,Deli,Restaurant,45 MILNER AVE,Pass,2,Operator fail to properly wash surfaces in rooms,04-07-2016,M - Minor,Notice to Comply,NULL,NULL
20093,9415473,103464148,ALBORZ,4,2,Mediterranean,Restaurant,5906 YONGE ST,Pass,3,Operator fail to properly maintain rooms,13-04-2015,M - Minor,Notice to Comply,NULL,NULL
20094,9415473,103464148,ALBORZ,4,2,Mediterranean,Restaurant,5906 YONGE ST,Pass,3,Operator fail to properly wash equipment,13-04-2015,M - Minor,Notice to Comply,NULL,NULL
20095,9415473,103562298,ALBORZ,4,2,Mediterranean,Restaurant,5906 YONGE ST,Pass,3,Operator fail to properly maintain rooms,31-08-2015,M - Minor,Notice to Comply,NULL,NULL
20096,9415473,103562298,ALBORZ,4,2,Mediterranean,Restaurant,5906 YONGE ST,Pass,3,Operator fail to properly wash equipment,31-08-2015,M - Minor,Notice to Comply,NULL,NULL
20097,9415473,103562298,ALBORZ,4,2,Mediterranean,Restaurant,5906 YONGE ST,Pass,3,Operator fail to properly wash surfaces in rooms,31-08-2015,M - Minor,Notice to Comply,NULL,NULL
20098,9415473,103631177,ALBORZ,4,2,Mediterranean,Restaurant,5906 YONGE ST,Pass,3,Operator fail to properly maintain rooms,29-12-2015,M - Minor,Notice to Comply,NULL,NULL
20099,9415473,103631177,ALBORZ,4,2,Mediterranean,Restaurant,5906 YONGE ST,Pass,3,Operator fail to properly wash equipment,29-12-2015,M - Minor,Notice to Comply,NULL,NULL
20100,9415473,103717122,ALBORZ,4,2,Mediterranean,Restaurant,5906 YONGE ST,Pass,3,NULL,26-04-2016,NULL,NULL,NULL,NULL
20158,9416066,103423697,TIM HORTONS,3,1,Cafe,Food Court Vendor,145 KING ST W,Pass,2,NULL,06-02-2015,NULL,NULL,NULL,NULL
20159,9416066,103602637,TIM HORTONS,3,1,Cafe,Food Court Vendor,145 KING ST W,Pass,2,FAIL TO SANITIZE UTENSILS IN THIRD SINK O. REG  562/90 SEC. 74(C),03-11-2015,S - Significant,Corrected During Inspection,NULL,NULL
20160,9416066,103602637,TIM HORTONS,3,1,Cafe,Food Court Vendor,145 KING ST W,Pass,2,Operator fail to properly maintain rooms,03-11-2015,M - Minor,Notice to Comply,NULL,NULL
20161,9416066,103685546,TIM HORTONS,3,1,Cafe,Food Court Vendor,145 KING ST W,Pass,2,NULL,04-03-2016,NULL,NULL,NULL,NULL
20162,9416066,103849317,TIM HORTONS,3,1,Cafe,Food Court Vendor,145 KING ST W,Pass,2,NULL,15-11-2016,NULL,NULL,NULL,NULL
20178,9416594,103418637,SUBWAY SANDWICHES AND SALADS,4,1,Deli,Restaurant,802 SHEPPARD AVE E,Pass,1,NULL,28-01-2015,NULL,NULL,NULL,NULL
20179,9416594,103613206,SUBWAY SANDWICHES AND SALADS,4,1,Deli,Restaurant,802 SHEPPARD AVE E,Pass,1,NULL,19-11-2015,NULL,NULL,NULL,NULL
20180,9416594,103728488,SUBWAY SANDWICHES AND SALADS,4,1,Deli,Restaurant,802 SHEPPARD AVE E,Pass,1,Operator fail to properly wash surfaces in rooms,13-05-2016,M - Minor,Notice to Comply,NULL,NULL
20218,9416936,103565312,TIM HORTONS,3,1,Cafe,Restaurant,8129 SHEPPARD AVE E,Pass,1,NULL,16-06-2015,NULL,NULL,NULL,NULL
20219,9416936,103866538,TIM HORTONS,3,1,Cafe,Restaurant,8129 SHEPPARD AVE E,Pass,1,NULL,13-12-2016,NULL,NULL,NULL,NULL
20257,9417389,103424858,TIM HORTONS,3,1,Cafe,Food Take Out,939 LAWRENCE AVE E,Pass,1,NULL,09-02-2015,NULL,NULL,NULL,NULL
20258,9417389,103803092,TIM HORTONS,3,1,Cafe,Food Take Out,939 LAWRENCE AVE E,Pass,1,NULL,29-08-2016,NULL,NULL,NULL,NULL
20266,9417941,103453918,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,NULL,26-03-2015,NULL,NULL,NULL,NULL
20267,9417941,103561320,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,Operator fail to properly maintain rooms,28-08-2015,M - Minor,Notice to Comply,NULL,NULL
20268,9417941,103633626,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,Operate food premise - mechanical equipment not designed to provide sufficient chemical solution rinse O. Reg  562/90 Sec. 77(a)(ii)(B),23-12-2015,S - Significant,Corrected During Inspection,NULL,NULL
20269,9417941,103717283,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,SPRAY LARGE UTENSIL WITH CHEMICAL SOLUTION AT LESS THAN DOUBLE STRENGTH O. REG  562/90 SEC. 82(B),26-04-2016,S - Significant,Corrected During Inspection,NULL,NULL
20270,9417941,103799987,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,Operator fail to properly maintain equipment(NON-FOOD),23-08-2016,M - Minor,Notice to Comply,NULL,NULL
20271,9417941,103799987,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,SPRAY LARGE UTENSIL WITH CHEMICAL SOLUTION AT LESS THAN DOUBLE STRENGTH O. REG  562/90 SEC. 82(B),23-08-2016,S - Significant,Corrected During Inspection,NULL,NULL
20272,9417941,103863359,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C),07-12-2016,S - Significant,Corrected During Inspection,NULL,NULL
20273,9417941,103863359,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C),07-12-2016,S - Significant,Corrected During Inspection,NULL,NULL
20274,9417941,103863359,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B),07-12-2016,S - Significant,Corrected During Inspection,NULL,NULL
20275,9417941,103863359,7 NUMBERS,4,2,European,Restaurant,307 DANFORTH AVE,Pass,3,STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81,07-12-2016,S - Significant,Corrected During Inspection,NULL,NULL
20276,9418108,103516469,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Operator fail to properly wash equipment,22-06-2015,M - Minor,Notice to Comply,NULL,NULL
20277,9418108,103516469,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Operator fail to properly wash surfaces in rooms,22-06-2015,M - Minor,Notice to Comply,NULL,NULL
20278,9418108,103626078,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Operator fail to ensure equipment surface washed as necessary O. Reg  562/90 Sec. 59(g),10-12-2015,M - Minor,Notice to Comply,NULL,NULL
20279,9418108,103626078,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Operator fail to ensure floor of food-handling room kept clean O. Reg  562/90 Sec. 59(h),10-12-2015,M - Minor,Notice to Comply,NULL,NULL
20280,9418108,103686107,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23,08-03-2016,S - Significant,Corrected During Inspection,NULL,NULL
20281,9418108,103686107,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Operator fail to properly maintain rooms,08-03-2016,M - Minor,Notice to Comply,NULL,NULL
20282,9418108,103759322,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Conditional Pass,2,Maintain hazardous foods at internal temperature between 4 C and 60 C O. Reg  562/90 Sec. 33,27-06-2016,C - Crucial,Notice to Comply,NULL,NULL
20283,9418108,103759322,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Conditional Pass,2,Operator fail to properly maintain rooms,27-06-2016,M - Minor,Notice to Comply,NULL,NULL
20284,9418108,103759550,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,NULL,28-06-2016,NULL,NULL,NULL,NULL
20285,9418108,103868130,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),15-12-2016,S - Significant,Corrected During Inspection,NULL,NULL
20286,9418108,103868130,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,15-12-2016,S - Significant,Corrected During Inspection,NULL,NULL
20287,9418108,103868130,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Fail to Produce Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(c),15-12-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
20288,9418108,103868130,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Operator fail to properly maintain rooms,15-12-2016,M - Minor,Notice to Comply,NULL,NULL
20289,9418108,103868130,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Operator fail to properly wash equipment,15-12-2016,M - Minor,Notice to Comply,NULL,NULL
20290,9418108,103868130,AMATO PIZZA,2,1,European,Restaurant,429 YONGE ST,Pass,2,Operator fail to properly wash surfaces in rooms,15-12-2016,M - Minor,Notice to Comply,NULL,NULL
20296,9418235,103681652,STARBUCKS,3.7,2,Cafe,Restaurant,687 ST CLAIR AVE W,Pass,1,NULL,01-03-2016,NULL,NULL,NULL,NULL
20318,9418647,103451109,THAI EXPRESS,3,1,South East Asian,Food Court Vendor,25 THE WEST MALL,Pass,2,NULL,20-03-2015,NULL,NULL,NULL,NULL
20319,9418647,103577868,THAI EXPRESS,3,1,South East Asian,Food Court Vendor,25 THE WEST MALL,Pass,2,NULL,23-09-2015,NULL,NULL,NULL,NULL
20320,9418647,103768039,THAI EXPRESS,3,1,South East Asian,Food Court Vendor,25 THE WEST MALL,Pass,2,NULL,30-06-2016,NULL,NULL,NULL,NULL
20321,9418647,103864124,THAI EXPRESS,3,1,South East Asian,Food Court Vendor,25 THE WEST MALL,Pass,2,NULL,09-12-2016,NULL,NULL,NULL,NULL
20326,9418726,103431778,STARBUCKS COFFEE CO,3.7,2,Cafe,Restaurant,2081 STEELES AVE W,Pass,1,NULL,20-02-2015,NULL,NULL,NULL,NULL
20327,9418726,103744806,STARBUCKS COFFEE CO,3.7,2,Cafe,Restaurant,2081 STEELES AVE W,Pass,1,NULL,06-06-2016,NULL,NULL,NULL,NULL
20328,9418729,103428833,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Pass,2,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),18-02-2015,S - Significant,Corrected During Inspection,NULL,NULL
20329,9418729,103428833,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Pass,2,Operator fail to properly wash surfaces in rooms,18-02-2015,M - Minor,Notice to Comply,NULL,NULL
20330,9418729,103696254,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Conditional Pass,2,Employee fail to wash hands when required,24-03-2016,C - Crucial,Notice to Comply,NULL,NULL
20331,9418729,103696254,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Conditional Pass,2,FAIL TO STORE FOOD ON PALLETS O. REG  562/90 SEC. 23,24-03-2016,S - Significant,Corrected During Inspection,NULL,NULL
20332,9418729,103696254,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Conditional Pass,2,Food handler fail to wear headgear,24-03-2016,M - Minor,Notice to Comply,NULL,NULL
20333,9418729,103696448,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Pass,2,NULL,26-03-2016,NULL,NULL,NULL,NULL
20334,9418729,103701879,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Pass,2,Employee fail to wear headgear while working with food O. Reg  562/90 Sec. 65(1)(d),04-04-2016,M - Minor,Ticket,Conviction - Fined,60
20335,9418729,103750793,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Pass,2,NULL,14-06-2016,NULL,NULL,NULL,NULL
20336,9418729,103807222,MCDONALD'S,2.5,1,North American,Restaurant,1571 SANDHURST CRCL,Pass,2,NULL,06-09-2016,NULL,NULL,NULL,NULL
20401,9419036,103455237,MMMARVELLOUS MMMUFFINS TIMOTHY'S,3.5,2,Cafe,Food Court Vendor,3300 BLOOR ST W,Pass,2,NULL,27-03-2015,NULL,NULL,NULL,NULL
20402,9419036,103604325,MMMARVELLOUS MMMUFFINS TIMOTHY'S,3.5,2,Cafe,Food Court Vendor,3300 BLOOR ST W,Pass,2,NULL,05-11-2015,NULL,NULL,NULL,NULL
20403,9419036,103714726,MMMARVELLOUS MMMUFFINS TIMOTHY'S,3.5,2,Cafe,Food Court Vendor,3300 BLOOR ST W,Pass,2,NULL,22-04-2016,NULL,NULL,NULL,NULL
20404,9419036,103835234,MMMARVELLOUS MMMUFFINS TIMOTHY'S,3.5,2,Cafe,Food Court Vendor,3300 BLOOR ST W,Pass,2,NULL,25-10-2016,NULL,NULL,NULL,NULL
20495,9419563,103491102,MAMMA'S PIZZA,3,2,European,Food Take Out,2118 QUEEN ST E,Pass,2,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),20-05-2015,S - Significant,Corrected During Inspection,NULL,NULL
20496,9419563,103602708,MAMMA'S PIZZA,3,2,European,Food Take Out,2118 QUEEN ST E,Pass,2,NULL,03-11-2015,NULL,NULL,NULL,NULL
20497,9419563,103744367,MAMMA'S PIZZA,3,2,European,Food Take Out,2118 QUEEN ST E,Pass,2,NULL,06-06-2016,NULL,NULL,NULL,NULL
20498,9419563,103822446,MAMMA'S PIZZA,3,2,European,Food Take Out,2118 QUEEN ST E,Pass,2,Operator fail to properly wash equipment,29-09-2016,M - Minor,Notice to Comply,NULL,NULL
20499,9419563,103822446,MAMMA'S PIZZA,3,2,European,Food Take Out,2118 QUEEN ST E,Pass,2,Operator fail to properly wash surfaces in rooms,29-09-2016,M - Minor,Notice to Comply,NULL,NULL
20500,9419563,103822446,MAMMA'S PIZZA,3,2,European,Food Take Out,2118 QUEEN ST E,Pass,2,Operator fail to provide proper garbage containers,29-09-2016,M - Minor,Notice to Comply,NULL,NULL
20517,9419702,103504648,TIM HORTONS,3,1,Cafe,Food Take Out,1840 BAYVIEW AVE,Pass,2,NULL,05-06-2015,NULL,NULL,NULL,NULL
20518,9419702,103706338,TIM HORTONS,3,1,Cafe,Food Take Out,1840 BAYVIEW AVE,Conditional Pass,2,Operator fail to properly maintain rooms,11-04-2016,M - Minor,Notice to Comply,NULL,NULL
20519,9419702,103706338,TIM HORTONS,3,1,Cafe,Food Take Out,1840 BAYVIEW AVE,Conditional Pass,2,Operator fail to properly wash multi-use utensils,11-04-2016,S - Significant,Notice to Comply,NULL,NULL
20520,9419702,103706338,TIM HORTONS,3,1,Cafe,Food Take Out,1840 BAYVIEW AVE,Conditional Pass,2,Operator fail to provide separate handwashing sink(s),11-04-2016,S - Significant,Notice to Comply,NULL,NULL
20521,9419702,103706389,TIM HORTONS,3,1,Cafe,Food Take Out,1840 BAYVIEW AVE,Pass,2,NULL,12-04-2016,NULL,NULL,NULL,NULL
20522,9419702,103811125,TIM HORTONS,3,1,Cafe,Food Take Out,1840 BAYVIEW AVE,Pass,2,NULL,12-09-2016,NULL,NULL,NULL,NULL
20568,9420234,103494852,THE BRIDGE - TIM HORTONS,3,1,Cafe,Food Take Out,1750 FINCH AVE E,Pass,1,NULL,21-05-2015,NULL,NULL,NULL,NULL
20569,9420234,103573753,THE BRIDGE - TIM HORTONS,3,1,Cafe,Food Take Out,1750 FINCH AVE E,Pass,1,NULL,17-09-2015,NULL,NULL,NULL,NULL
20570,9420234,103855154,THE BRIDGE - TIM HORTONS,3,1,Cafe,Food Take Out,1750 FINCH AVE E,Pass,1,NULL,24-11-2016,NULL,NULL,NULL,NULL
20580,9420359,103455021,TIM HORTONS,3,1,Cafe,Restaurant,322 KING ST W,Pass,2,NULL,27-03-2015,NULL,NULL,NULL,NULL
20581,9420359,103630042,TIM HORTONS,3,1,Cafe,Restaurant,322 KING ST W,Pass,2,NULL,17-12-2015,NULL,NULL,NULL,NULL
20582,9420359,103751428,TIM HORTONS,3,1,Cafe,Restaurant,322 KING ST W,Pass,2,Operator fail to properly maintain rooms,16-06-2016,M - Minor,Notice to Comply,NULL,NULL
20583,9420359,103869941,TIM HORTONS,3,1,Cafe,Restaurant,322 KING ST W,Pass,2,NULL,19-12-2016,NULL,NULL,NULL,NULL
20634,9420777,103679233,TIM HORTONS,3,1,Cafe,Food Take Out,50 GOULD ST,Pass,1,NULL,26-02-2016,NULL,NULL,NULL,NULL
20709,9421791,103415183,STARBUCKS,3.7,2,Cafe,Restaurant,1842 QUEEN ST E,Pass,1,NULL,26-01-2015,NULL,NULL,NULL,NULL
20710,9421791,103829849,STARBUCKS,3.7,2,Cafe,Restaurant,1842 QUEEN ST E,Pass,1,NULL,13-10-2016,NULL,NULL,NULL,NULL
20717,9421922,103448199,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Conditional Pass,3,Operator fail to provide hand washing supplies,18-03-2015,S - Significant,Notice to Comply,NULL,NULL
20718,9421922,103448202,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,NULL,19-03-2015,NULL,NULL,NULL,NULL
20719,9421922,103553961,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,Operator fail to properly maintain equipment(NON-FOOD),18-08-2015,M - Minor,Notice to Comply,NULL,NULL
20720,9421922,103635197,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,Operator fail to properly maintain equipment(NON-FOOD),30-12-2015,M - Minor,Notice to Comply,NULL,NULL
20721,9421922,103686895,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),15-03-2016,S - Significant,Corrected During Inspection,NULL,NULL
20722,9421922,103686895,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,Operator fail to properly maintain rooms,15-03-2016,M - Minor,Notice to Comply,NULL,NULL
20723,9421922,103686895,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,Operator fail to properly wash equipment,15-03-2016,M - Minor,Notice to Comply,NULL,NULL
20724,9421922,103686895,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,Operator fail to properly wash surfaces in rooms,15-03-2016,M - Minor,Notice to Comply,NULL,NULL
20725,9421922,103727797,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Conditional Pass,3,Operator fail to maintain hazardous food(s) at 4C (40F) or colder.,12-05-2016,C - Crucial,Notice to Comply,NULL,NULL
20726,9421922,103727797,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Conditional Pass,3,Operator fail to maintain hazardous foods at 60C (140F) or hotter,12-05-2016,C - Crucial,Notice to Comply,NULL,NULL
20727,9421922,103727797,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Conditional Pass,3,Operator fail to properly maintain rooms,12-05-2016,M - Minor,Notice to Comply,NULL,NULL
20728,9421922,103727797,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Conditional Pass,3,Operator fail to properly wash equipment,12-05-2016,M - Minor,Notice to Comply,NULL,NULL
20729,9421922,103727797,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Conditional Pass,3,Operator fail to provide adequate pest control,12-05-2016,S - Significant,Notice to Comply,NULL,NULL
20730,9421922,103727797,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Conditional Pass,3,Operator fail to use proper procedure(s) to ensure food safety,12-05-2016,S - Significant,Notice to Comply,NULL,NULL
20731,9421922,103727864,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,NULL,16-05-2016,NULL,NULL,NULL,NULL
20732,9421922,103787728,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B),03-08-2016,S - Significant,Corrected During Inspection,NULL,NULL
20733,9421922,103787728,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,Operator fail to properly maintain rooms,03-08-2016,M - Minor,Notice to Comply,NULL,NULL
20734,9421922,103787728,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,Operator fail to properly wash surfaces in rooms,03-08-2016,M - Minor,Notice to Comply,NULL,NULL
20735,9421922,103847442,AROMA FINE INDIAN CUISINE,3.5,2,South Asian,Restaurant,287 KING ST W,Pass,3,USE FOOD PREPARATION EQUIPMENT NOT IN GOOD REPAIR O. REG  562/90 SEC. 18(B),10-11-2016,S - Significant,Corrected During Inspection,NULL,NULL
20805,9423396,103416676,TIM HORTONS,3,1,Cafe,Restaurant,381 MOUNT PLEASANT RD,Pass,2,NULL,27-01-2015,NULL,NULL,NULL,NULL
20806,9423396,103578022,TIM HORTONS,3,1,Cafe,Restaurant,381 MOUNT PLEASANT RD,Pass,2,Operator fail to properly wash equipment,25-09-2015,M - Minor,Notice to Comply,NULL,NULL
20807,9423396,103578022,TIM HORTONS,3,1,Cafe,Restaurant,381 MOUNT PLEASANT RD,Pass,2,Operator fail to properly wash surfaces in rooms,25-09-2015,M - Minor,Notice to Comply,NULL,NULL
20808,9423396,103750803,TIM HORTONS,3,1,Cafe,Restaurant,381 MOUNT PLEASANT RD,Pass,2,Operator fail to properly wash equipment,14-06-2016,M - Minor,Notice to Comply,NULL,NULL
20809,9423396,103843785,TIM HORTONS,3,1,Cafe,Restaurant,381 MOUNT PLEASANT RD,Pass,2,Operator fail to properly wash equipment,03-11-2016,M - Minor,Notice to Comply,NULL,NULL
20810,9423396,103843785,TIM HORTONS,3,1,Cafe,Restaurant,381 MOUNT PLEASANT RD,Pass,2,PROVIDE THERMOMETER NOT EASILY READABLE IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,03-11-2016,S - Significant,Corrected During Inspection,NULL,NULL
20847,9423963,103594905,ON THE GO FEATURING TIM HORTONS,3,1,Cafe,Cafeteria - Public Access,101 HUMBER COLLEGE BLVD,Pass,2,NULL,21-10-2015,NULL,NULL,NULL,NULL
20848,9423963,103723131,ON THE GO FEATURING TIM HORTONS,3,1,Cafe,Cafeteria - Public Access,101 HUMBER COLLEGE BLVD,Pass,2,NULL,05-05-2016,NULL,NULL,NULL,NULL
20849,9423963,103830750,ON THE GO FEATURING TIM HORTONS,3,1,Cafe,Cafeteria - Public Access,101 HUMBER COLLEGE BLVD,Pass,2,NULL,14-10-2016,NULL,NULL,NULL,NULL
20867,9424319,103434198,PIZZA PIZZA,3,2,European,Restaurant,624 SHEPPARD AVE W,Pass,2,NULL,25-02-2015,NULL,NULL,NULL,NULL
20868,9424319,103515349,PIZZA PIZZA,3,2,European,Restaurant,624 SHEPPARD AVE W,Pass,2,Operator fail to properly maintain equipment(NON-FOOD),19-06-2015,M - Minor,Notice to Comply,NULL,NULL
20869,9424319,103515349,PIZZA PIZZA,3,2,European,Restaurant,624 SHEPPARD AVE W,Pass,2,Operator fail to properly wash equipment,19-06-2015,M - Minor,Notice to Comply,NULL,NULL
20870,9424319,103666894,PIZZA PIZZA,3,2,European,Restaurant,624 SHEPPARD AVE W,Pass,2,NULL,10-02-2016,NULL,NULL,NULL,NULL
