"","ESTABLISHMENT_ID","INSPECTION_ID","ESTABLISHMENT_NAME","REVIEW","VALUE","CUISINE_TYPE","ESTABLISHMENT_TYPE","ESTABLISHMENT_STATUS","MINIMUM_INSPECTIONS_PERYEAR","INSPECTION_DATE","SEVERITY","ACTION","SHORT_ADDRESS","DISTRICT","CITY","POSTAL_CODE"
"5281",10283743,103873347,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Conditional Pass",3,"28-12-2016","S - Significant","Notice to Comply","1800 SHEPPARD AVE E","NORTH YORK","TORONTO","M2J 5A7"
"5282",10283743,103873669,"CARIBBEAN QUEEN",3,1,"Caribbean","Food Court Vendor","Pass",3,"29-12-2016","NA - Not Applicable","No Action Required","1800 SHEPPARD AVE E","NORTH YORK","TORONTO","M2J 5A7"
"5283",10283861,103462543,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"10-04-2015","NA - Not Applicable","No Action Required","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5284",10283861,103599476,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"28-10-2015","NA - Not Applicable","No Action Required","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5285",10283861,103714619,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"22-04-2016","NA - Not Applicable","Notice to Comply","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5286",10283861,103835233,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"21-10-2016","M - Minor","Notice to Comply","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5287",10283861,103835233,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"21-10-2016","M - Minor","Notice to Comply","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5288",10283861,103835233,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",2,"21-10-2016","NA - Not Applicable","Notice to Comply","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5289",10283927,103440051,"GABBY'S GRILL & TAPS",2.5,2,"Bar","Restaurant","Pass",2,"17-02-2015","NA - Not Applicable","No Action Required","2899 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1B3"
"5290",10283927,103553948,"GABBY'S GRILL & TAPS",2.5,2,"Bar","Restaurant","Pass",2,"18-08-2015","NA - Not Applicable","No Action Required","2899 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1B3"
"5291",10283927,103751713,"GABBY'S GRILL & TAPS",2.5,2,"Bar","Restaurant","Pass",2,"15-06-2016","NA - Not Applicable","Notice to Comply","2899 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1B3"
"5292",10283927,103871161,"GABBY'S GRILL & TAPS",2.5,2,"Bar","Restaurant","Pass",2,"11-01-2017","NA - Not Applicable","Notice to Comply","2899 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1B3"
"5293",10283927,103871161,"GABBY'S GRILL & TAPS",2.5,2,"Bar","Restaurant","Pass",2,"11-01-2017","NA - Not Applicable","Notice to Comply","2899 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1B3"
"5294",10283927,103871161,"GABBY'S GRILL & TAPS",2.5,2,"Bar","Restaurant","Pass",2,"11-01-2017","M - Minor","Notice to Comply","2899 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1B3"
"5295",10284603,103497719,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"27-05-2015","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5296",10284603,103497719,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"27-05-2015","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5297",10284603,103612825,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"19-11-2015","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5298",10284603,103612825,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"19-11-2015","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5299",10284603,103612825,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"19-11-2015","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5300",10284603,103724770,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"09-05-2016","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5301",10284603,103724770,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"09-05-2016","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5302",10284603,103816289,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"20-09-2016","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5303",10284603,103816289,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"20-09-2016","M - Minor","Notice to Comply","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5304",10284603,103890340,"2-4-1 PIZZA",2.5,2,"European","Food Take Out","Pass",2,"12-01-2017","NA - Not Applicable","No Action Required","1016 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Z3"
"5305",10285424,103519862,"FLOUR STUDIO",5,2,"Pastries","Bake Shop","Pass",2,"29-06-2015","NA - Not Applicable","No Action Required","883 EGLINTON AVE W","YORK","TORONTO","M6C 2C1"
"5306",10285424,103847032,"FLOUR STUDIO",5,2,"Pastries","Bake Shop","Pass",2,"09-11-2016","M - Minor","Notice to Comply","883 EGLINTON AVE W","YORK","TORONTO","M6C 2C1"
"5307",10285424,103847032,"FLOUR STUDIO",5,2,"Pastries","Bake Shop","Pass",2,"09-11-2016","M - Minor","Notice to Comply","883 EGLINTON AVE W","YORK","TORONTO","M6C 2C1"
"5308",10285460,103442791,"SWISS CHALET EXPRESS",3,2,"North American","Restaurant","Pass",2,"11-03-2015","M - Minor","Notice to Comply","2148 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E3"
"5309",10285460,103493863,"SWISS CHALET EXPRESS",3,2,"North American","Restaurant","Pass",2,"25-05-2015","M - Minor","Notice to Comply","2148 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E3"
"5310",10285460,103602383,"SWISS CHALET EXPRESS",3,2,"North American","Restaurant","Pass",2,"03-11-2015","NA - Not Applicable","No Action Required","2148 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E3"
"5311",10285460,103713147,"SWISS CHALET EXPRESS",3,2,"North American","Restaurant","Pass",2,"20-04-2016","M - Minor","Notice to Comply","2148 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E3"
"5312",10285460,103713147,"SWISS CHALET EXPRESS",3,2,"North American","Restaurant","Pass",2,"20-04-2016","M - Minor","Notice to Comply","2148 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E3"
"5313",10285460,103713147,"SWISS CHALET EXPRESS",3,2,"North American","Restaurant","Pass",2,"20-04-2016","M - Minor","Notice to Comply","2148 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E3"
"5314",10285460,103827149,"SWISS CHALET EXPRESS",3,2,"North American","Restaurant","Pass",2,"07-10-2016","M - Minor","Notice to Comply","2148 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E3"
"5315",10285961,103415941,"ANOUSH",2.5,1,"Mediterranean","Food Court Vendor","Pass",2,"26-01-2015","NA - Not Applicable","No Action Required","101 COLLEGE ST","METRO TORONTO","TORONTO","M5G 1L7"
"5316",10285961,103525642,"ANOUSH",2.5,1,"Mediterranean","Food Court Vendor","Pass",2,"06-07-2015","NA - Not Applicable","No Action Required","101 COLLEGE ST","METRO TORONTO","TORONTO","M5G 1L7"
"5317",10285961,103599365,"ANOUSH",2.5,1,"Mediterranean","Food Court Vendor","Pass",2,"28-10-2015","NA - Not Applicable","No Action Required","101 COLLEGE ST","METRO TORONTO","TORONTO","M5G 1L7"
"5318",10285961,103656548,"ANOUSH",2.5,1,"Mediterranean","Food Court Vendor","Pass",2,"21-01-2016","S - Significant","Corrected During Inspection","101 COLLEGE ST","METRO TORONTO","TORONTO","M5G 1L7"
"5319",10285961,103765359,"ANOUSH",2.5,1,"Mediterranean","Food Court Vendor","Pass",2,"06-07-2016","S - Significant","Corrected During Inspection","101 COLLEGE ST","METRO TORONTO","TORONTO","M5G 1L7"
"5320",10285961,103765359,"ANOUSH",2.5,1,"Mediterranean","Food Court Vendor","Pass",2,"06-07-2016","M - Minor","Notice to Comply","101 COLLEGE ST","METRO TORONTO","TORONTO","M5G 1L7"
"5321",10286106,103444476,"GREEN BASIL",3.5,2,"South East Asian","Restaurant","Pass",3,"13-03-2015","M - Minor","Notice to Comply","2120 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E2"
"5322",10286106,103552637,"GREEN BASIL",3.5,2,"South East Asian","Restaurant","Pass",3,"17-08-2015","NA - Not Applicable","No Action Required","2120 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E2"
"5323",10286106,103616847,"GREEN BASIL",3.5,2,"South East Asian","Restaurant","Pass",3,"26-11-2015","NA - Not Applicable","No Action Required","2120 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E2"
"5324",10286106,103717185,"GREEN BASIL",3.5,2,"South East Asian","Restaurant","Pass",3,"26-04-2016","M - Minor","Notice to Comply","2120 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E2"
"5325",10286106,103717185,"GREEN BASIL",3.5,2,"South East Asian","Restaurant","Pass",3,"26-04-2016","S - Significant","Corrected During Inspection","2120 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E2"
"5326",10286106,103804338,"GREEN BASIL",3.5,2,"South East Asian","Restaurant","Pass",3,"30-08-2016","M - Minor","Notice to Comply","2120 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E2"
"5327",10286106,103872741,"GREEN BASIL",3.5,2,"South East Asian","Restaurant","Pass",3,"23-12-2016","NA - Not Applicable","No Action Required","2120 QUEEN ST E","METRO TORONTO","TORONTO","M4E 1E2"
"5328",10286179,103492092,"SUBWAY SANDWICHES AND SALADS",4,1,"Deli","Restaurant","Pass",1,"20-05-2015","NA - Not Applicable","No Action Required","717 BAY ST","METRO TORONTO","TORONTO","M5G 2J9"
"5329",10286179,103790704,"SUBWAY SANDWICHES AND SALADS",4,1,"Deli","Restaurant","Pass",1,"09-08-2016","NA - Not Applicable","No Action Required","717 BAY ST","METRO TORONTO","TORONTO","M5G 2J9"
"5330",10286289,103453735,"SECOND CUP",4,2,"Cafe","Restaurant","Pass",1,"25-03-2015","NA - Not Applicable","No Action Required","695 WILSON AVE","NORTH YORK","TORONTO","M3K 1E3"
"5331",10286289,103628183,"SECOND CUP",4,2,"Cafe","Restaurant","Pass",1,"24-12-2015","NA - Not Applicable","No Action Required","695 WILSON AVE","NORTH YORK","TORONTO","M3K 1E3"
"5332",10286289,103720262,"SECOND CUP",4,2,"Cafe","Restaurant","Pass",1,"02-05-2016","NA - Not Applicable","No Action Required","695 WILSON AVE","NORTH YORK","TORONTO","M3K 1E3"
"5333",10286382,103413428,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",1,"15-01-2015","NA - Not Applicable","No Action Required","6001 YONGE ST","NORTH YORK","TORONTO","M2M 2H3"
"5334",10286382,103669292,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",1,"04-02-2016","NA - Not Applicable","No Action Required","6001 YONGE ST","NORTH YORK","TORONTO","M2M 2H3"
"5335",10286748,103600956,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"30-10-2015","NA - Not Applicable","No Action Required","1000 ISLINGTON AVE","ETOBICOKE","TORONTO","M8Z 4P8"
"5336",10286748,103698173,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"29-03-2016","NA - Not Applicable","No Action Required","1000 ISLINGTON AVE","ETOBICOKE","TORONTO","M8Z 4P8"
"5337",10286748,103815084,"MCDONALD'S",2.5,1,"North American","Restaurant","Pass",2,"19-09-2016","M - Minor","Notice to Comply","1000 ISLINGTON AVE","ETOBICOKE","TORONTO","M8Z 4P8"
"5338",10286786,103418046,"PIZZA PIZZA/SUBWAY",3,2,"European","Restaurant","Pass",2,"20-01-2015","NA - Not Applicable","No Action Required","318 BURNHAMTHORPE RD","ETOBICOKE","TORONTO","M9B"
"5339",10286786,103563137,"PIZZA PIZZA/SUBWAY",3,2,"European","Restaurant","Pass",2,"01-09-2015","M - Minor","Notice to Comply","318 BURNHAMTHORPE RD","ETOBICOKE","TORONTO","M9B"
"5340",10286786,103563137,"PIZZA PIZZA/SUBWAY",3,2,"European","Restaurant","Pass",2,"01-09-2015","M - Minor","Notice to Comply","318 BURNHAMTHORPE RD","ETOBICOKE","TORONTO","M9B"
"5341",10286786,103683625,"PIZZA PIZZA/SUBWAY",3,2,"European","Restaurant","Pass",2,"04-03-2016","NA - Not Applicable","No Action Required","318 BURNHAMTHORPE RD","ETOBICOKE","TORONTO","M9B"
"5342",10286786,103874487,"PIZZA PIZZA/SUBWAY",3,2,"European","Restaurant","Pass",2,"28-12-2016","NA - Not Applicable","No Action Required","318 BURNHAMTHORPE RD","ETOBICOKE","TORONTO","M9B"
"5343",10286932,103532599,"STARBUCKS COFFEE #4206",3.7,2,"Cafe","Restaurant","Pass",1,"14-07-2015","NA - Not Applicable","No Action Required","604 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1R1"
"5344",10286932,103748062,"STARBUCKS COFFEE #4206",3.7,2,"Cafe","Restaurant","Pass",1,"10-06-2016","NA - Not Applicable","No Action Required","604 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1R1"
"5345",10286970,103439367,"BENTO NOUVEAU",2.5,1,"Far Eastern","Food Take Out","Pass",2,"05-03-2015","M - Minor","Notice to Comply","51 GERRY FITZGERALD DR","NORTH YORK","TORONTO","M3J 3N4"
"5346",10286970,103439367,"BENTO NOUVEAU",2.5,1,"Far Eastern","Food Take Out","Pass",2,"05-03-2015","M - Minor","Notice to Comply","51 GERRY FITZGERALD DR","NORTH YORK","TORONTO","M3J 3N4"
"5347",10286970,103623047,"BENTO NOUVEAU",2.5,1,"Far Eastern","Food Take Out","Pass",2,"07-12-2015","NA - Not Applicable","No Action Required","51 GERRY FITZGERALD DR","NORTH YORK","TORONTO","M3J 3N4"
"5348",10286970,103677986,"BENTO NOUVEAU",2.5,1,"Far Eastern","Food Take Out","Pass",2,"24-02-2016","NA - Not Applicable","No Action Required","51 GERRY FITZGERALD DR","NORTH YORK","TORONTO","M3J 3N4"
"5349",10287274,103435010,"THAI EXPRESS",3,1,"South East Asian","Food Court Vendor","Pass",2,"20-02-2015","NA - Not Applicable","No Action Required","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5350",10287274,103581065,"THAI EXPRESS",3,1,"South East Asian","Food Court Vendor","Pass",2,"29-09-2015","NA - Not Applicable","No Action Required","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5351",10287274,103665161,"THAI EXPRESS",3,1,"South East Asian","Food Court Vendor","Pass",2,"11-02-2016","NA - Not Applicable","Notice to Comply","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5352",10287274,103665161,"THAI EXPRESS",3,1,"South East Asian","Food Court Vendor","Pass",2,"11-02-2016","M - Minor","Notice to Comply","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5353",10287274,103836290,"THAI EXPRESS",3,1,"South East Asian","Food Court Vendor","Conditional Pass",2,"24-10-2016","S - Significant","Notice to Comply","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5354",10287274,103836829,"THAI EXPRESS",3,1,"South East Asian","Food Court Vendor","Pass",2,"25-10-2016","NA - Not Applicable","No Action Required","3300 BLOOR ST W","ETOBICOKE","TORONTO","M8X 2X4"
"5355",10287417,103569794,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"30-06-2015","NA - Not Applicable","No Action Required","5550 LAWRENCE AVE E","SCARBOROUGH","TORONTO","M1C 3B2"
"5356",10287417,103682305,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"02-03-2016","NA - Not Applicable","No Action Required","5550 LAWRENCE AVE E","SCARBOROUGH","TORONTO","M1C 3B2"
"5357",10287417,103825616,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"05-10-2016","NA - Not Applicable","No Action Required","5550 LAWRENCE AVE E","SCARBOROUGH","TORONTO","M1C 3B2"
"5358",10287508,103519903,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Pass",2,"26-06-2015","M - Minor","Notice to Comply","2 WELLESLEY ST W","METRO TORONTO","TORONTO","M4Y 1E7"
"5359",10287508,103519903,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Pass",2,"26-06-2015","S - Significant","Corrected During Inspection","2 WELLESLEY ST W","METRO TORONTO","TORONTO","M4Y 1E7"
"5360",10287508,103666264,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Conditional Pass",2,"04-02-2016","C - Crucial","Notice to Comply","2 WELLESLEY ST W","METRO TORONTO","TORONTO","M4Y 1E7"
"5361",10287508,103666264,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Conditional Pass",2,"04-02-2016","S - Significant","Notice to Comply","2 WELLESLEY ST W","METRO TORONTO","TORONTO","M4Y 1E7"
"5362",10287508,103666300,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Pass",2,"05-02-2016","NA - Not Applicable","No Action Required","2 WELLESLEY ST W","METRO TORONTO","TORONTO","M4Y 1E7"
"5363",10287508,103841355,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Pass",2,"31-10-2016","NA - Not Applicable","No Action Required","2 WELLESLEY ST W","METRO TORONTO","TORONTO","M4Y 1E7"
"5364",10287545,103470670,"LISA SHAMAI CUISINIERE",4.5,3,"Pastries","Food Caterer","Pass",3,"21-04-2015","NA - Not Applicable","No Action Required","388 CARLAW AVE","METRO TORONTO","TORONTO","M4M 2T4"
"5365",10287545,103470868,"LISA SHAMAI CUISINIERE",4.5,3,"Pastries","Food Caterer","Pass",3,"21-04-2015","NA - Not Applicable","No Action Required","388 CARLAW AVE","METRO TORONTO","TORONTO","M4M 2T4"
"5366",10287545,103549075,"LISA SHAMAI CUISINIERE",4.5,3,"Pastries","Food Caterer","Pass",3,"11-08-2015","NA - Not Applicable","No Action Required","388 CARLAW AVE","METRO TORONTO","TORONTO","M4M 2T4"
"5367",10287545,103622534,"LISA SHAMAI CUISINIERE",4.5,3,"Pastries","Food Caterer","Pass",3,"07-12-2015","NA - Not Applicable","No Action Required","388 CARLAW AVE","METRO TORONTO","TORONTO","M4M 2T4"
"5368",10287545,103690147,"LISA SHAMAI CUISINIERE",4.5,3,"Pastries","Food Caterer","Pass",3,"15-03-2016","S - Significant","Corrected During Inspection","388 CARLAW AVE","METRO TORONTO","TORONTO","M4M 2T4"
"5369",10287545,103788130,"LISA SHAMAI CUISINIERE",4.5,3,"Pastries","Food Caterer","Pass",3,"04-08-2016","M - Minor","Notice to Comply","388 CARLAW AVE","METRO TORONTO","TORONTO","M4M 2T4"
"5370",10287545,103788130,"LISA SHAMAI CUISINIERE",4.5,3,"Pastries","Food Caterer","Pass",3,"04-08-2016","M - Minor","Notice to Comply","388 CARLAW AVE","METRO TORONTO","TORONTO","M4M 2T4"
"5371",10287545,103850135,"LISA SHAMAI CUISINIERE",4.5,3,"Pastries","Food Caterer","Pass",3,"16-11-2016","NA - Not Applicable","No Action Required","388 CARLAW AVE","METRO TORONTO","TORONTO","M4M 2T4"
"5372",10287768,103415886,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"21-01-2015","S - Significant","Corrected During Inspection","3353 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1E9"
"5373",10287768,103545942,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"06-08-2015","NA - Not Applicable","No Action Required","3353 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1E9"
"5374",10287768,103750200,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"14-06-2016","M - Minor","Notice to Comply","3353 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1E9"
"5375",10287768,103857524,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"05-12-2016","NA - Not Applicable","No Action Required","3353 BLOOR ST W","ETOBICOKE","TORONTO","M8X 1E9"
"5376",10288212,103491325,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"15-05-2015","NA - Not Applicable","No Action Required","3466 DUNDAS ST W","YORK","TORONTO","M6S 2P3"
"5377",10288212,103594317,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"21-10-2015","NA - Not Applicable","No Action Required","3466 DUNDAS ST W","YORK","TORONTO","M6S 2P3"
"5378",10288212,103693961,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"21-03-2016","NA - Not Applicable","No Action Required","3466 DUNDAS ST W","YORK","TORONTO","M6S 2P3"
"5379",10288212,103819107,"SUBWAY",4,1,"Deli","Restaurant","Pass",2,"07-10-2016","NA - Not Applicable","No Action Required","3466 DUNDAS ST W","YORK","TORONTO","M6S 2P3"
"5380",10288213,103486943,"PIZZA NOVA",3.5,1,"European","Restaurant","Pass",2,"12-05-2015","NA - Not Applicable","No Action Required","3575 DUNDAS ST W","YORK","TORONTO","M6S 2S7"
"5381",10288213,103622417,"PIZZA NOVA",3.5,1,"European","Restaurant","Pass",2,"11-12-2015","NA - Not Applicable","No Action Required","3575 DUNDAS ST W","YORK","TORONTO","M6S 2S7"
"5382",10288213,103784462,"PIZZA NOVA",3.5,1,"European","Restaurant","Pass",2,"30-06-2016","S - Significant","Corrected During Inspection","3575 DUNDAS ST W","YORK","TORONTO","M6S 2S7"
"5383",10288213,103784462,"PIZZA NOVA",3.5,1,"European","Restaurant","Pass",2,"30-06-2016","S - Significant","Corrected During Inspection","3575 DUNDAS ST W","YORK","TORONTO","M6S 2S7"
"5384",10288213,103784462,"PIZZA NOVA",3.5,1,"European","Restaurant","Pass",2,"30-06-2016","NA - Not Applicable","Notice to Comply","3575 DUNDAS ST W","YORK","TORONTO","M6S 2S7"
"5385",10288213,103784462,"PIZZA NOVA",3.5,1,"European","Restaurant","Pass",2,"30-06-2016","S - Significant","Corrected During Inspection","3575 DUNDAS ST W","YORK","TORONTO","M6S 2S7"
"5386",10288213,103784462,"PIZZA NOVA",3.5,1,"European","Restaurant","Pass",2,"30-06-2016","M - Minor","Notice to Comply","3575 DUNDAS ST W","YORK","TORONTO","M6S 2S7"
"5387",10288213,103872598,"PIZZA NOVA",3.5,1,"European","Restaurant","Pass",2,"23-12-2016","NA - Not Applicable","No Action Required","3575 DUNDAS ST W","YORK","TORONTO","M6S 2S7"
"5388",10288322,103474085,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"22-04-2015","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5389",10288322,103474085,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"22-04-2015","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5390",10288322,103474085,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"22-04-2015","S - Significant","Corrected During Inspection","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5391",10288322,103552760,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"18-08-2015","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5392",10288322,103619131,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"01-12-2015","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5393",10288322,103619131,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"01-12-2015","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5394",10288322,103691997,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"17-03-2016","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5395",10288322,103800372,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"24-08-2016","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5396",10288322,103800372,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"24-08-2016","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5397",10288322,103800372,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"24-08-2016","S - Significant","Corrected During Inspection","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5398",10288322,103860215,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"02-12-2016","S - Significant","Corrected During Inspection","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5399",10288322,103860215,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"02-12-2016","S - Significant","Corrected During Inspection","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5400",10288322,103860215,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"02-12-2016","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5401",10288322,103860215,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"02-12-2016","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5402",10288322,103860215,"XE LUA RESTAURANT",3,1,"Far Eastern","Restaurant","Pass",3,"02-12-2016","M - Minor","Notice to Comply","625 GERRARD ST E","METRO TORONTO","TORONTO","M4M 1Y2"
"5403",10288447,103422796,"SECOND CUP",4,2,"Cafe","Food Court Vendor","Pass",2,"05-02-2015","NA - Not Applicable","No Action Required","250 THE EAST MALL","ETOBICOKE","TORONTO","M9B 3Y8"
"5404",10288447,103568554,"SECOND CUP",4,2,"Cafe","Food Court Vendor","Pass",2,"10-09-2015","NA - Not Applicable","No Action Required","250 THE EAST MALL","ETOBICOKE","TORONTO","M9B 3Y8"
"5405",10288447,103656328,"SECOND CUP",4,2,"Cafe","Food Court Vendor","Pass",2,"07-01-2016","NA - Not Applicable","No Action Required","250 THE EAST MALL","ETOBICOKE","TORONTO","M9B 3Y8"
"5406",10288627,103452849,"STARBUCKS",3.7,2,"Cafe","Restaurant","Pass",1,"25-03-2015","NA - Not Applicable","No Action Required","132 FRONT ST E","METRO TORONTO","TORONTO","M5A 1E2"
"5407",10288692,103414343,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"22-01-2015","NA - Not Applicable","No Action Required","481 UNIVERSITY AVE","METRO TORONTO","TORONTO","M5G 2P1"
"5408",10288692,103580582,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"29-09-2015","M - Minor","Notice to Comply","481 UNIVERSITY AVE","METRO TORONTO","TORONTO","M5G 2P1"
